+-----------------------------------------------------------------------------------------------------------------------+
| key                                           | types                        | occurrences | percents                 |
| lat                                           | Object                       |           2 |   0.00012898257896797169 |
| lat.gbif_equivalent_tag                       | String                       |           2 |   0.00012898257896797169 |
| loc_name.gbif_equivalent_tag                  | String                       |           2 |   0.00012898257896797169 |
| loc_name.loc_name                             | String                       |           2 |   0.00012898257896797169 |
| loc_name.locality                             | String                       |           2 |   0.00012898257896797169 |
| lon                                           | Object                       |           2 |   0.00012898257896797169 |
| lon.gbif_equivalent_tag                       | String                       |           2 |   0.00012898257896797169 |
| lottery                                       | String                       |           2 |   0.00012898257896797169 |
| maxheight.maxheight                           | String                       |           2 |   0.00012898257896797169 |
| maxheight.physical                            | String                       |           2 |   0.00012898257896797169 |
| monument                                      | String                       |           2 |   0.00012898257896797169 |
| name.ar                                       | String                       |           2 |   0.00012898257896797169 |
| name.el                                       | String                       |           2 |   0.00012898257896797169 |
| name.etymology                                | Object                       |           2 |   0.00012898257896797169 |
| name.etymology.wikidata                       | String                       |           2 |   0.00012898257896797169 |
| name.gbif_equivalent_tag                      | String                       |           2 |   0.00012898257896797169 |
| name.individualID                             | String                       |           2 |   0.00012898257896797169 |
| name.sv                                       | String                       |           2 |   0.00012898257896797169 |
| name.th                                       | String                       |           2 |   0.00012898257896797169 |
| operator.gbif_equivalent_tag                  | String                       |           2 |   0.00012898257896797169 |
| payment.litecoin                              | String                       |           2 |   0.00012898257896797169 |
| phone.4                                       | String                       |           2 |   0.00012898257896797169 |
| pilotage                                      | String                       |           2 |   0.00012898257896797169 |
| power_source                                  | String                       |           2 |   0.00012898257896797169 |
| repair                                        | String                       |           2 |   0.00012898257896797169 |
| route_ref                                     | String                       |           2 |   0.00012898257896797169 |
| seamark.buoy_lateral.colour_pattern           | String                       |           2 |   0.00012898257896797169 |
| seamark.light.1                               | Object                       |           2 |   0.00012898257896797169 |
| seamark.light.1.character                     | String                       |           2 |   0.00012898257896797169 |
| seamark.light.1.colour                        | String                       |           2 |   0.00012898257896797169 |
| seamark.light.1.height                        | String                       |           2 |   0.00012898257896797169 |
| seamark.light.1.period                        | String                       |           2 |   0.00012898257896797169 |
| seamark.light.1.range                         | String                       |           2 |   0.00012898257896797169 |
| seamark.light.1.sector_end                    | String                       |           2 |   0.00012898257896797169 |
| seamark.light.1.sector_start                  | String                       |           2 |   0.00012898257896797169 |
| seamark.light.2                               | Object                       |           2 |   0.00012898257896797169 |
| seamark.light.2.character                     | String                       |           2 |   0.00012898257896797169 |
| seamark.light.2.colour                        | String                       |           2 |   0.00012898257896797169 |
| seamark.light.2.height                        | String                       |           2 |   0.00012898257896797169 |
| seamark.light.2.period                        | String                       |           2 |   0.00012898257896797169 |
| seamark.light.2.range                         | String                       |           2 |   0.00012898257896797169 |
| seamark.light.2.sector_end                    | String                       |           2 |   0.00012898257896797169 |
| seamark.light.2.sector_start                  | String                       |           2 |   0.00012898257896797169 |
| seamark.light.3                               | Object                       |           2 |   0.00012898257896797169 |
| seamark.light.3.character                     | String                       |           2 |   0.00012898257896797169 |
| seamark.light.3.colour                        | String                       |           2 |   0.00012898257896797169 |
| seamark.light.3.height                        | String                       |           2 |   0.00012898257896797169 |
| seamark.light.3.period                        | String                       |           2 |   0.00012898257896797169 |
| seamark.light.3.range                         | String                       |           2 |   0.00012898257896797169 |
| seamark.light.3.sector_end                    | String                       |           2 |   0.00012898257896797169 |
| seamark.light.3.sector_start                  | String                       |           2 |   0.00012898257896797169 |
| seamark.light.category                        | String                       |           2 |   0.00012898257896797169 |
| service.bicycle.cleaning                      | String                       |           2 |   0.00012898257896797169 |
| service.bicycle.pump                          | String                       |           2 |   0.00012898257896797169 |
| service.bicycle.second_hand                   | String                       |           2 |   0.00012898257896797169 |
| service_times                                 | String                       |           2 |   0.00012898257896797169 |
| sign                                          | String                       |           2 |   0.00012898257896797169 |
| sound                                         | String                       |           2 |   0.00012898257896797169 |
| source.operator                               | String                       |           2 |   0.00012898257896797169 |
| source_ref.image.gbif_equivalent_tag          | String                       |           2 |   0.00012898257896797169 |
| source_ref.image.identifier                   | String                       |           2 |   0.00012898257896797169 |
| source_ref.image.image                        | String                       |           2 |   0.00012898257896797169 |
| source_ref.research.associatedReferences      | String                       |           2 |   0.00012898257896797169 |
| source_ref.research.gbif_equivalent_tag       | String                       |           2 |   0.00012898257896797169 |
| source_ref.research.research                  | String                       |           2 |   0.00012898257896797169 |
| species.gbif_equivalent_tag                   | String                       |           2 |   0.00012898257896797169 |
| species.scientificName                        | String                       |           2 |   0.00012898257896797169 |
| surveillance.surveillance                     | String                       |           2 |   0.00012898257896797169 |
| surveillance.type                             | String                       |           2 |   0.00012898257896797169 |
| surveillance.zone                             | String                       |           2 |   0.00012898257896797169 |
| taxon.pt_br.gbif_equivalent_tag               | String                       |           2 |   0.00012898257896797169 |
| taxon.pt_br.pt_br                             | String                       |           2 |   0.00012898257896797169 |
| taxon.pt_br.vernacularName                    | String                       |           2 |   0.00012898257896797169 |
| toilets.position                              | String                       |           2 |   0.00012898257896797169 |
| traffic_signals.traffic_signals               | String                       |           2 |   0.00012898257896797169 |
| wikipedia.pt                                  | String                       |           2 |   0.00012898257896797169 |
| wreck                                         | Object                       |           2 |   0.00012898257896797169 |
| wreck.visible_at_high_tide                    | String                       |           2 |   0.00012898257896797169 |
| wreck.visible_at_low_tide                     | String                       |           2 |   0.00012898257896797169 |
| 2016olympicgames.cluster                      | String                       |           1 |   0.00006449128948398584 |
| Boteco                                        | String                       |           1 |   0.00006449128948398584 |
| Vidraçaria                                    | String                       |           1 |   0.00006449128948398584 |
| abandoned                                     | Object                       |           1 |   0.00006449128948398584 |
| abandoned.tourism                             | String                       |           1 |   0.00006449128948398584 |
| abbr                                          | String                       |           1 |   0.00006449128948398584 |
| address.continent                             | String                       |           1 |   0.00006449128948398584 |
| address.housenumber_1                         | String                       |           1 |   0.00006449128948398584 |
| address.state_code                            | String                       |           1 |   0.00006449128948398584 |
| administrative                                | String                       |           1 |   0.00006449128948398584 |
| adult                                         | String                       |           1 |   0.00006449128948398584 |
| aerodrome                                     | Object                       |           1 |   0.00006449128948398584 |
| aerodrome.aerodrome                           | String                       |           1 |   0.00006449128948398584 |
| aerodrome.type                                | String                       |           1 |   0.00006449128948398584 |
| agency_bane                                   | String                       |           1 |   0.00006449128948398584 |
| agency_nane                                   | String                       |           1 |   0.00006449128948398584 |
| alcohol                                       | String                       |           1 |   0.00006449128948398584 |
| alt_name_1                                    | String                       |           1 |   0.00006449128948398584 |
| amenity_1                                     | String                       |           1 |   0.00006449128948398584 |
| apartments                                    | String                       |           1 |   0.00006449128948398584 |
| atm.atm                                       | String                       |           1 |   0.00006449128948398584 |
| atm.operator                                  | String                       |           1 |   0.00006449128948398584 |
| bank                                          | Object                       |           1 |   0.00006449128948398584 |
| bank.agency_name                              | String                       |           1 |   0.00006449128948398584 |
| bank.agency_number                            | String                       |           1 |   0.00006449128948398584 |
| bank.bank_number                              | String                       |           1 |   0.00006449128948398584 |
| books                                         | String                       |           1 |   0.00006449128948398584 |
| capacity.capacity                             | String                       |           1 |   0.00006449128948398584 |
| capacity.disabled                             | String                       |           1 |   0.00006449128948398584 |
| castle_type                                   | String                       |           1 |   0.00006449128948398584 |
| cave                                          | String                       |           1 |   0.00006449128948398584 |
| children                                      | String                       |           1 |   0.00006449128948398584 |
| cinema                                        | Object                       |           1 |   0.00006449128948398584 |
| cinema.3D                                     | String                       |           1 |   0.00006449128948398584 |
| com                                           | String                       |           1 |   0.00006449128948398584 |
| contact.facebook                              | String                       |           1 |   0.00006449128948398584 |
| coreogthere                                   | String                       |           1 |   0.00006449128948398584 |
| denomination.denomination                     | String                       |           1 |   0.00006449128948398584 |
| denomination.pt                               | String                       |           1 |   0.00006449128948398584 |
| depth.depth                                   | String                       |           1 |   0.00006449128948398584 |
| depth.swept                                   | String                       |           1 |   0.00006449128948398584 |
| description.en                                | String                       |           1 |   0.00006449128948398584 |
| diaper                                        | String                       |           1 |   0.00006449128948398584 |
| disused.amenity                               | String                       |           1 |   0.00006449128948398584 |
| disused.operator                              | String                       |           1 |   0.00006449128948398584 |
| drinking_water                                | String                       |           1 |   0.00006449128948398584 |
| feeo                                          | String                       |           1 |   0.00006449128948398584 |
| female                                        | String                       |           1 |   0.00006449128948398584 |
| filme_porno                                   | String                       |           1 |   0.00006449128948398584 |
| finish_date                                   | String                       |           1 |   0.00006449128948398584 |
| flag.type                                     | String                       |           1 |   0.00006449128948398584 |
| free_flying                                   | Object                       |           1 |   0.00006449128948398584 |
| free_flying.site                              | String                       |           1 |   0.00006449128948398584 |
| furniture                                     | String                       |           1 |   0.00006449128948398584 |
| homeopatic                                    | String                       |           1 |   0.00006449128948398584 |
| id.clearmedia                                 | String                       |           1 |   0.00006449128948398584 |
| image                                         | String                       |           1 |   0.00006449128948398584 |
| indoor                                        | String                       |           1 |   0.00006449128948398584 |
| industrial                                    | String                       |           1 |   0.00006449128948398584 |
| is_in.country_code                            | String                       |           1 |   0.00006449128948398584 |
| is_in.is_in                                   | String                       |           1 |   0.00006449128948398584 |
| is_in.iso_3166_2                              | String                       |           1 |   0.00006449128948398584 |
| kiosk                                         | String                       |           1 |   0.00006449128948398584 |
| language.eo                                   | String                       |           1 |   0.00006449128948398584 |
| license_classes                               | String                       |           1 |   0.00006449128948398584 |
| limit                                         | String                       |           1 |   0.00006449128948398584 |
| location                                      | String                       |           1 |   0.00006449128948398584 |
| military                                      | String                       |           1 |   0.00006449128948398584 |
| monitoring.tide_scale                         | String                       |           1 |   0.00006449128948398584 |
| name.af                                       | String                       |           1 |   0.00006449128948398584 |
| name.als                                      | String                       |           1 |   0.00006449128948398584 |
| name.am                                       | String                       |           1 |   0.00006449128948398584 |
| name.an                                       | String                       |           1 |   0.00006449128948398584 |
| name.ang                                      | String                       |           1 |   0.00006449128948398584 |
| name.arz                                      | String                       |           1 |   0.00006449128948398584 |
| name.ast                                      | String                       |           1 |   0.00006449128948398584 |
| name.az                                       | String                       |           1 |   0.00006449128948398584 |
| name.ba                                       | String                       |           1 |   0.00006449128948398584 |
| name.bat-smg                                  | String                       |           1 |   0.00006449128948398584 |
| name.bcl                                      | String                       |           1 |   0.00006449128948398584 |
| name.be                                       | String                       |           1 |   0.00006449128948398584 |
| name.be-tarask                                | String                       |           1 |   0.00006449128948398584 |
| name.bn                                       | String                       |           1 |   0.00006449128948398584 |
| name.bo                                       | String                       |           1 |   0.00006449128948398584 |
| name.bpv                                      | String                       |           1 |   0.00006449128948398584 |
| name.bpy                                      | String                       |           1 |   0.00006449128948398584 |
| name.br                                       | String                       |           1 |   0.00006449128948398584 |
| name.bs                                       | String                       |           1 |   0.00006449128948398584 |
| name.bxr                                      | String                       |           1 |   0.00006449128948398584 |
| name.ca                                       | String                       |           1 |   0.00006449128948398584 |
| name.cdo                                      | String                       |           1 |   0.00006449128948398584 |
| name.ce                                       | String                       |           1 |   0.00006449128948398584 |
| name.ceb                                      | String                       |           1 |   0.00006449128948398584 |
| name.ckb                                      | String                       |           1 |   0.00006449128948398584 |
| name.co                                       | String                       |           1 |   0.00006449128948398584 |
| name.cs                                       | String                       |           1 |   0.00006449128948398584 |
| name.cv                                       | String                       |           1 |   0.00006449128948398584 |
| name.cy                                       | String                       |           1 |   0.00006449128948398584 |
| name.da                                       | String                       |           1 |   0.00006449128948398584 |
| name.dsb                                      | String                       |           1 |   0.00006449128948398584 |
| name.eml                                      | String                       |           1 |   0.00006449128948398584 |
| name.et                                       | String                       |           1 |   0.00006449128948398584 |
| name.eu                                       | String                       |           1 |   0.00006449128948398584 |
| name.ext                                      | String                       |           1 |   0.00006449128948398584 |
| name.fa                                       | String                       |           1 |   0.00006449128948398584 |
| name.fi                                       | String                       |           1 |   0.00006449128948398584 |
| name.fj                                       | String                       |           1 |   0.00006449128948398584 |
| name.fo                                       | String                       |           1 |   0.00006449128948398584 |
| name.frp                                      | String                       |           1 |   0.00006449128948398584 |
| name.frr                                      | String                       |           1 |   0.00006449128948398584 |
| name.fy                                       | String                       |           1 |   0.00006449128948398584 |
| name.ga                                       | String                       |           1 |   0.00006449128948398584 |
| name.gd                                       | String                       |           1 |   0.00006449128948398584 |
| name.gl                                       | String                       |           1 |   0.00006449128948398584 |
| name.gn                                       | String                       |           1 |   0.00006449128948398584 |
| name.ha                                       | String                       |           1 |   0.00006449128948398584 |
| name.he                                       | String                       |           1 |   0.00006449128948398584 |
| name.hi                                       | String                       |           1 |   0.00006449128948398584 |
| name.hif                                      | String                       |           1 |   0.00006449128948398584 |
| name.hr                                       | String                       |           1 |   0.00006449128948398584 |
| name.hsb                                      | String                       |           1 |   0.00006449128948398584 |
| name.hu                                       | String                       |           1 |   0.00006449128948398584 |
| name.hy                                       | String                       |           1 |   0.00006449128948398584 |
| name.ia                                       | String                       |           1 |   0.00006449128948398584 |
| name.id                                       | String                       |           1 |   0.00006449128948398584 |
| name.ie                                       | String                       |           1 |   0.00006449128948398584 |
| name.ilo                                      | String                       |           1 |   0.00006449128948398584 |
| name.io                                       | String                       |           1 |   0.00006449128948398584 |
| name.is                                       | String                       |           1 |   0.00006449128948398584 |
| name.it                                       | String                       |           1 |   0.00006449128948398584 |
| name.jbo                                      | String                       |           1 |   0.00006449128948398584 |
| name.jv                                       | String                       |           1 |   0.00006449128948398584 |
| name.kaa                                      | String                       |           1 |   0.00006449128948398584 |
| name.kn                                       | String                       |           1 |   0.00006449128948398584 |
| name.ku                                       | String                       |           1 |   0.00006449128948398584 |
| name.kw                                       | String                       |           1 |   0.00006449128948398584 |
| name.ky                                       | String                       |           1 |   0.00006449128948398584 |
| name.la                                       | String                       |           1 |   0.00006449128948398584 |
| name.lb                                       | String                       |           1 |   0.00006449128948398584 |
| name.lez                                      | String                       |           1 |   0.00006449128948398584 |
| name.li                                       | String                       |           1 |   0.00006449128948398584 |
| name.lij                                      | String                       |           1 |   0.00006449128948398584 |
| name.lmo                                      | String                       |           1 |   0.00006449128948398584 |
| name.mhr                                      | String                       |           1 |   0.00006449128948398584 |
| name.mi                                       | String                       |           1 |   0.00006449128948398584 |
| name.mk                                       | String                       |           1 |   0.00006449128948398584 |
| name.ml                                       | String                       |           1 |   0.00006449128948398584 |
| name.mn                                       | String                       |           1 |   0.00006449128948398584 |
| name.mr                                       | String                       |           1 |   0.00006449128948398584 |
| name.ms                                       | String                       |           1 |   0.00006449128948398584 |
| name.mwl                                      | String                       |           1 |   0.00006449128948398584 |
| name.my                                       | String                       |           1 |   0.00006449128948398584 |
| name.na                                       | String                       |           1 |   0.00006449128948398584 |
| name.nah                                      | String                       |           1 |   0.00006449128948398584 |
| name.nap                                      | String                       |           1 |   0.00006449128948398584 |
| name.ne                                       | String                       |           1 |   0.00006449128948398584 |
| name.new                                      | String                       |           1 |   0.00006449128948398584 |
| name.nn                                       | String                       |           1 |   0.00006449128948398584 |
| name.no                                       | String                       |           1 |   0.00006449128948398584 |
| name.nrm                                      | String                       |           1 |   0.00006449128948398584 |
| name.oc                                       | String                       |           1 |   0.00006449128948398584 |
| name.os                                       | String                       |           1 |   0.00006449128948398584 |
| name.pa                                       | String                       |           1 |   0.00006449128948398584 |
| name.pam                                      | String                       |           1 |   0.00006449128948398584 |
| name.pap                                      | String                       |           1 |   0.00006449128948398584 |
| name.pcd                                      | String                       |           1 |   0.00006449128948398584 |
| name.pms                                      | String                       |           1 |   0.00006449128948398584 |
| name.pnb                                      | String                       |           1 |   0.00006449128948398584 |
| name.qu                                       | String                       |           1 |   0.00006449128948398584 |
| name.rm                                       | String                       |           1 |   0.00006449128948398584 |
| name.ro                                       | String                       |           1 |   0.00006449128948398584 |
| name.rue                                      | String                       |           1 |   0.00006449128948398584 |
| name.sah                                      | String                       |           1 |   0.00006449128948398584 |
| name.sc                                       | String                       |           1 |   0.00006449128948398584 |
| name.scn                                      | String                       |           1 |   0.00006449128948398584 |
| name.sco                                      | String                       |           1 |   0.00006449128948398584 |
| name.sh                                       | String                       |           1 |   0.00006449128948398584 |
| name.sk                                       | String                       |           1 |   0.00006449128948398584 |
| name.sl                                       | String                       |           1 |   0.00006449128948398584 |
| name.sq                                       | String                       |           1 |   0.00006449128948398584 |
| name.srn                                      | String                       |           1 |   0.00006449128948398584 |
| name.su                                       | String                       |           1 |   0.00006449128948398584 |
| name.sw                                       | String                       |           1 |   0.00006449128948398584 |
| name.szl                                      | String                       |           1 |   0.00006449128948398584 |
| name.ta                                       | String                       |           1 |   0.00006449128948398584 |
| name.tet                                      | String                       |           1 |   0.00006449128948398584 |
| name.tg                                       | String                       |           1 |   0.00006449128948398584 |
| name.tk                                       | String                       |           1 |   0.00006449128948398584 |
| name.tl                                       | String                       |           1 |   0.00006449128948398584 |
| name.tr                                       | String                       |           1 |   0.00006449128948398584 |
| name.tt                                       | String                       |           1 |   0.00006449128948398584 |
| name.tw                                       | String                       |           1 |   0.00006449128948398584 |
| name.ug                                       | String                       |           1 |   0.00006449128948398584 |
| name.uk                                       | String                       |           1 |   0.00006449128948398584 |
| name.ur                                       | String                       |           1 |   0.00006449128948398584 |
| name.uz                                       | String                       |           1 |   0.00006449128948398584 |
| name.vec                                      | String                       |           1 |   0.00006449128948398584 |
| name.vep                                      | String                       |           1 |   0.00006449128948398584 |
| name.vi                                       | String                       |           1 |   0.00006449128948398584 |
| name.vo                                       | String                       |           1 |   0.00006449128948398584 |
| name.war                                      | String                       |           1 |   0.00006449128948398584 |
| name.yi                                       | String                       |           1 |   0.00006449128948398584 |
| name.yo                                       | String                       |           1 |   0.00006449128948398584 |
| name.zea                                      | String                       |           1 |   0.00006449128948398584 |
| name_1                                        | String                       |           1 |   0.00006449128948398584 |
| ngbe                                          | Object                       |           1 |   0.00006449128948398584 |
| ngbe.id                                       | String                       |           1 |   0.00006449128948398584 |
| note.note                                     | String                       |           1 |   0.00006449128948398584 |
| operator.operator                             | String                       |           1 |   0.00006449128948398584 |
| payment.coins                                 | String                       |           1 |   0.00006449128948398584 |
| payment.credit_cards                          | String                       |           1 |   0.00006449128948398584 |
| payment.debit_cards                           | String                       |           1 |   0.00006449128948398584 |
| payment.electronic_purses                     | String                       |           1 |   0.00006449128948398584 |
| payment.notes                                 | String                       |           1 |   0.00006449128948398584 |
| pentecostal                                   | String                       |           1 |   0.00006449128948398584 |
| phone.BR                                      | String                       |           1 |   0.00006449128948398584 |
| price                                         | String                       |           1 |   0.00006449128948398584 |
| private                                       | String                       |           1 |   0.00006449128948398584 |
| protect_class                                 | String                       |           1 |   0.00006449128948398584 |
| quantity                                      | String                       |           1 |   0.00006449128948398584 |
| radio_transponder                             | Object                       |           1 |   0.00006449128948398584 |
| radio_transponder.category                    | String                       |           1 |   0.00006449128948398584 |
| radio_transponder.sequence                    | String                       |           1 |   0.00006449128948398584 |
| radio_transponder.signal_frequency            | String                       |           1 |   0.00006449128948398584 |
| railway.abandoned                             | String                       |           1 |   0.00006449128948398584 |
| rank                                          | String                       |           1 |   0.00006449128948398584 |
| recycling                                     | Object                       |           1 |   0.00006449128948398584 |
| recycling.scrap_metal                         | String                       |           1 |   0.00006449128948398584 |
| ref.LOCODE                                    | String                       |           1 |   0.00006449128948398584 |
| ref.whc                                       | String                       |           1 |   0.00006449128948398584 |
| reservation                                   | String                       |           1 |   0.00006449128948398584 |
| restaurant                                    | String                       |           1 |   0.00006449128948398584 |
| room                                          | String                       |           1 |   0.00006449128948398584 |
| school_type                                   | String                       |           1 |   0.00006449128948398584 |
| screen                                        | String                       |           1 |   0.00006449128948398584 |
| seamark.beacon_lateral.shape                  | String                       |           1 |   0.00006449128948398584 |
| seamark.bridge.clearance_height_safe          | String                       |           1 |   0.00006449128948398584 |
| seamark.buoy_safe_water                       | Object                       |           1 |   0.00006449128948398584 |
| seamark.buoy_safe_water.colour                | String                       |           1 |   0.00006449128948398584 |
| seamark.buoy_safe_water.colour_pattern        | String                       |           1 |   0.00006449128948398584 |
| seamark.buoy_safe_water.shape                 | String                       |           1 |   0.00006449128948398584 |
| seamark.information                           | String                       |           1 |   0.00006449128948398584 |
| seamark.light.4                               | Object                       |           1 |   0.00006449128948398584 |
| seamark.light.4.character                     | String                       |           1 |   0.00006449128948398584 |
| seamark.light.4.colour                        | String                       |           1 |   0.00006449128948398584 |
| seamark.light.4.height                        | String                       |           1 |   0.00006449128948398584 |
| seamark.light.4.period                        | String                       |           1 |   0.00006449128948398584 |
| seamark.light.4.range                         | String                       |           1 |   0.00006449128948398584 |
| seamark.light.4.sector_end                    | String                       |           1 |   0.00006449128948398584 |
| seamark.light.4.sector_start                  | String                       |           1 |   0.00006449128948398584 |
| seamark.light.5                               | Object                       |           1 |   0.00006449128948398584 |
| seamark.light.5.character                     | String                       |           1 |   0.00006449128948398584 |
| seamark.light.5.colour                        | String                       |           1 |   0.00006449128948398584 |
| seamark.light.5.height                        | String                       |           1 |   0.00006449128948398584 |
| seamark.light.5.period                        | String                       |           1 |   0.00006449128948398584 |
| seamark.light.5.range                         | String                       |           1 |   0.00006449128948398584 |
| seamark.light.5.sector_end                    | String                       |           1 |   0.00006449128948398584 |
| seamark.light.5.sector_start                  | String                       |           1 |   0.00006449128948398584 |
| seamark.light.6                               | Object                       |           1 |   0.00006449128948398584 |
| seamark.light.6.character                     | String                       |           1 |   0.00006449128948398584 |
| seamark.light.6.colour                        | String                       |           1 |   0.00006449128948398584 |
| seamark.light.6.height                        | String                       |           1 |   0.00006449128948398584 |
| seamark.light.6.period                        | String                       |           1 |   0.00006449128948398584 |
| seamark.light.6.range                         | String                       |           1 |   0.00006449128948398584 |
| seamark.light.6.sector_end                    | String                       |           1 |   0.00006449128948398584 |
| seamark.light.6.sector_start                  | String                       |           1 |   0.00006449128948398584 |
| seamark.radar_reflector                       | String                       |           1 |   0.00006449128948398584 |
| seamark.radar_transponder                     | Object                       |           1 |   0.00006449128948398584 |
| seamark.radar_transponder.category            | String                       |           1 |   0.00006449128948398584 |
| seamark.radar_transponder.group               | String                       |           1 |   0.00006449128948398584 |
| seamark.radar_transponder.range               | String                       |           1 |   0.00006449128948398584 |
| seamark.small_craft_facility                  | Object                       |           1 |   0.00006449128948398584 |
| seamark.small_craft_facility.category         | String                       |           1 |   0.00006449128948398584 |
| seamark.status                                | String                       |           1 |   0.00006449128948398584 |
| second_hand                                   | String                       |           1 |   0.00006449128948398584 |
| service.bicycle.rental                        | String                       |           1 |   0.00006449128948398584 |
| shelter_type                                  | String                       |           1 |   0.00006449128948398584 |
| shop_items                                    | String                       |           1 |   0.00006449128948398584 |
| shower.fee                                    | String                       |           1 |   0.00006449128948398584 |
| shower.shower                                 | String                       |           1 |   0.00006449128948398584 |
| site_type                                     | String                       |           1 |   0.00006449128948398584 |
| skype                                         | String                       |           1 |   0.00006449128948398584 |
| slogan                                        | String                       |           1 |   0.00006449128948398584 |
| social_facility.for                           | String                       |           1 |   0.00006449128948398584 |
| source.amenity                                | String                       |           1 |   0.00006449128948398584 |
| source.date                                   | String                       |           1 |   0.00006449128948398584 |
| source.name                                   | String                       |           1 |   0.00006449128948398584 |
| source.shop                                   | String                       |           1 |   0.00006449128948398584 |
| source.source                                 | String                       |           1 |   0.00006449128948398584 |
| species.pt                                    | String                       |           1 |   0.00006449128948398584 |
| state_capital                                 | String                       |           1 |   0.00006449128948398584 |
| stop                                          | String                       |           1 |   0.00006449128948398584 |
| suburb                                        | String                       |           1 |   0.00006449128948398584 |
| telephone                                     | String                       |           1 |   0.00006449128948398584 |
| thermoter                                     | String                       |           1 |   0.00006449128948398584 |
| traffic_signals.lane                          | String                       |           1 |   0.00006449128948398584 |
| traffic_signals.sound                         | String                       |           1 |   0.00006449128948398584 |
| type_of_fuel                                  | String                       |           1 |   0.00006449128948398584 |
| underground                                   | String                       |           1 |   0.00006449128948398584 |
| whc                                           | Object                       |           1 |   0.00006449128948398584 |
| whc.criteria                                  | String                       |           1 |   0.00006449128948398584 |
| whc.inscription_date                          | String                       |           1 |   0.00006449128948398584 |
| wikipedia.de                                  | String                       |           1 |   0.00006449128948398584 |
| wikipedia.en                                  | String                       |           1 |   0.00006449128948398584 |
| wikipedia.nl                                  | String                       |           1 |   0.00006449128948398584 |
+-----------------------------------------------------------------------------------------------------------------------+
