+----------------------------------------------------------------------------------------------------------------------------+
| key                                                 | types                        | occurrences | percents                |
| parking.condition.2                                 | Object                       |           2 |   0.0010730707529200939 |
| parking.condition.2.left                            | Object                       |           2 |   0.0010730707529200939 |
| parking.condition.2.left.left                       | String                       |           2 |   0.0010730707529200939 |
| parking.condition.2.left.time_interval              | String                       |           2 |   0.0010730707529200939 |
| parking.condition.3                                 | Object                       |           2 |   0.0010730707529200939 |
| parking.condition.3.left                            | Object                       |           2 |   0.0010730707529200939 |
| parking.condition.3.left.left                       | String                       |           2 |   0.0010730707529200939 |
| parking.condition.3.left.time_interval              | String                       |           2 |   0.0010730707529200939 |
| parking.condition.both.maxstay                      | String                       |           2 |   0.0010730707529200939 |
| parking.condition.both.time_interval                | String                       |           2 |   0.0010730707529200939 |
| parking.condition.left.ticket                       | Object                       |           2 |   0.0010730707529200939 |
| parking.condition.left.ticket.maxstay               | Object                       |           2 |   0.0010730707529200939 |
| parking.condition.left.ticket.maxstay.time_interval | String                       |           2 |   0.0010730707529200939 |
| parking.condition.left.ticket.time_interval         | String                       |           2 |   0.0010730707529200939 |
| passengers                                          | String                       |           2 |   0.0010730707529200939 |
| payment                                             | Object                       |           2 |   0.0010730707529200939 |
| payment.mastercard                                  | String                       |           2 |   0.0010730707529200939 |
| phone.2                                             | String                       |           2 |   0.0010730707529200939 |
| phone.phone                                         | String                       |           2 |   0.0010730707529200939 |
| phone_1                                             | String                       |           2 |   0.0010730707529200939 |
| plant.source                                        | String                       |           2 |   0.0010730707529200939 |
| right                                               | Object                       |           2 |   0.0010730707529200939 |
| right.8                                             | String                       |           2 |   0.0010730707529200939 |
| roof.height                                         | String                       |           2 |   0.0010730707529200939 |
| safety_inspection                                   | String                       |           2 |   0.0010730707529200939 |
| salt                                                | String                       |           2 |   0.0010730707529200939 |
| seamark.building                                    | Object                       |           2 |   0.0010730707529200939 |
| seamark.building.function                           | String                       |           2 |   0.0010730707529200939 |
| seamark.cable_submarine                             | Object                       |           2 |   0.0010730707529200939 |
| seamark.cable_submarine.name                        | String                       |           2 |   0.0010730707529200939 |
| seamark.harbour                                     | Object                       |           2 |   0.0010730707529200939 |
| seamark.harbour.category                            | String                       |           2 |   0.0010730707529200939 |
| seamark.landmark.category                           | String                       |           2 |   0.0010730707529200939 |
| seamark.landmark.function                           | String                       |           2 |   0.0010730707529200939 |
| site                                                | String                       |           2 |   0.0010730707529200939 |
| social_facility                                     | Object                       |           2 |   0.0010730707529200939 |
| social_facility.for                                 | String                       |           2 |   0.0010730707529200939 |
| sou                                                 | String                       |           2 |   0.0010730707529200939 |
| source.alt_name                                     | String                       |           2 |   0.0010730707529200939 |
| target                                              | String                       |           2 |   0.0010730707529200939 |
| theatre                                             | Object                       |           2 |   0.0010730707529200939 |
| theatre.type                                        | String                       |           2 |   0.0010730707529200939 |
| toll                                                | String                       |           2 |   0.0010730707529200939 |
| trolley_wire                                        | String                       |           2 |   0.0010730707529200939 |
| wall                                                | String                       |           2 |   0.0010730707529200939 |
| wikipedia.en                                        | String                       |           2 |   0.0010730707529200939 |
| 2016olympicgames.cluster                            | String                       |           1 |   0.0005365353764600469 |
| BAIRRO                                              | String                       |           1 |   0.0005365353764600469 |
| Brand                                               | String                       |           1 |   0.0005365353764600469 |
| CEP                                                 | String                       |           1 |   0.0005365353764600469 |
| CHAVEGEO                                            | String                       |           1 |   0.0005365353764600469 |
| CL                                                  | String                       |           1 |   0.0005365353764600469 |
| CODBAIRRO                                           | String                       |           1 |   0.0005365353764600469 |
| Conrado                                             | String                       |           1 |   0.0005365353764600469 |
| FIMPAR                                              | String                       |           1 |   0.0005365353764600469 |
| FPAR                                                | String                       |           1 |   0.0005365353764600469 |
| HIERARQUIA                                          | String                       |           1 |   0.0005365353764600469 |
| IIMPAR                                              | String                       |           1 |   0.0005365353764600469 |
| IPAR                                                | String                       |           1 |   0.0005365353764600469 |
| IPP.Endereco                                        | String                       |           1 |   0.0005365353764600469 |
| IPP.ORGAO3                                          | String                       |           1 |   0.0005365353764600469 |
| IPP.ORGAO4                                          | String                       |           1 |   0.0005365353764600469 |
| OBJECTID                                            | String                       |           1 |   0.0005365353764600469 |
| ORG_NP                                              | String                       |           1 |   0.0005365353764600469 |
| TIPO_TRECH                                          | String                       |           1 |   0.0005365353764600469 |
| aayerccess                                          | String                       |           1 |   0.0005365353764600469 |
| abandoned.highway                                   | String                       |           1 |   0.0005365353764600469 |
| abandoned.waterway                                  | String                       |           1 |   0.0005365353764600469 |
| address.full                                        | String                       |           1 |   0.0005365353764600469 |
| address.number                                      | String                       |           1 |   0.0005365353764600469 |
| aerialway.bubble                                    | String                       |           1 |   0.0005365353764600469 |
| aerialway.capacity                                  | String                       |           1 |   0.0005365353764600469 |
| aerialway.duration                                  | String                       |           1 |   0.0005365353764600469 |
| aerialway.heating                                   | String                       |           1 |   0.0005365353764600469 |
| aerodrome.aerodrome                                 | String                       |           1 |   0.0005365353764600469 |
| aerodrome.type                                      | String                       |           1 |   0.0005365353764600469 |
| alt_name.en                                         | String                       |           1 |   0.0005365353764600469 |
| alt_name_2                                          | String                       |           1 |   0.0005365353764600469 |
| animal                                              | String                       |           1 |   0.0005365353764600469 |
| animal_breeding                                     | String                       |           1 |   0.0005365353764600469 |
| animal_shelter                                      | Object                       |           1 |   0.0005365353764600469 |
| animal_shelter.adoption                             | String                       |           1 |   0.0005365353764600469 |
| animal_shelter.animal_shelter                       | String                       |           1 |   0.0005365353764600469 |
| artist_name                                         | String                       |           1 |   0.0005365353764600469 |
| athletics                                           | Object                       |           1 |   0.0005365353764600469 |
| athletics.running                                   | String                       |           1 |   0.0005365353764600469 |
| automated                                           | String                       |           1 |   0.0005365353764600469 |
| barrier.personnel                                   | String                       |           1 |   0.0005365353764600469 |
| bench                                               | String                       |           1 |   0.0005365353764600469 |
| bicycle_parking                                     | String                       |           1 |   0.0005365353764600469 |
| bicycle_road                                        | String                       |           1 |   0.0005365353764600469 |
| border_type                                         | String                       |           1 |   0.0005365353764600469 |
| building.architecture                               | String                       |           1 |   0.0005365353764600469 |
| building_1                                          | String                       |           1 |   0.0005365353764600469 |
| car                                                 | String                       |           1 |   0.0005365353764600469 |
| cep                                                 | Object                       |           1 |   0.0005365353764600469 |
| cep.impar                                           | String                       |           1 |   0.0005365353764600469 |
| cep.par                                             | String                       |           1 |   0.0005365353764600469 |
| charity                                             | String                       |           1 |   0.0005365353764600469 |
| coastline.survey_quality                            | String                       |           1 |   0.0005365353764600469 |
| coastline.surveyquality                             | String                       |           1 |   0.0005365353764600469 |
| colonnade                                           | Object                       |           1 |   0.0005365353764600469 |
| colonnade.left                                      | String                       |           1 |   0.0005365353764600469 |
| contact.facebook                                    | String                       |           1 |   0.0005365353764600469 |
| crossing_ref                                        | String                       |           1 |   0.0005365353764600469 |
| description.description                             | String                       |           1 |   0.0005365353764600469 |
| description.en                                      | String                       |           1 |   0.0005365353764600469 |
| destination.street                                  | String                       |           1 |   0.0005365353764600469 |
| destination_1                                       | String                       |           1 |   0.0005365353764600469 |
| direction                                           | String                       |           1 |   0.0005365353764600469 |
| disused.disused                                     | String                       |           1 |   0.0005365353764600469 |
| disused.highway                                     | String                       |           1 |   0.0005365353764600469 |
| disused.railway                                     | String                       |           1 |   0.0005365353764600469 |
| disused.shop                                        | String                       |           1 |   0.0005365353764600469 |
| drinking_water                                      | String                       |           1 |   0.0005365353764600469 |
| email.email                                         | String                       |           1 |   0.0005365353764600469 |
| email.eventos                                       | String                       |           1 |   0.0005365353764600469 |
| favela                                              | String                       |           1 |   0.0005365353764600469 |
| female                                              | String                       |           1 |   0.0005365353764600469 |
| fonte                                               | String                       |           1 |   0.0005365353764600469 |
| free_flying                                         | Object                       |           1 |   0.0005365353764600469 |
| free_flying.site                                    | String                       |           1 |   0.0005365353764600469 |
| fuel.1_25                                           | String                       |           1 |   0.0005365353764600469 |
| fuel.GNV                                            | String                       |           1 |   0.0005365353764600469 |
| fuel.e85                                            | String                       |           1 |   0.0005365353764600469 |
| fuel.octane_91                                      | String                       |           1 |   0.0005365353764600469 |
| fuel.octane_92                                      | String                       |           1 |   0.0005365353764600469 |
| garden                                              | Object                       |           1 |   0.0005365353764600469 |
| garden.style                                        | String                       |           1 |   0.0005365353764600469 |
| iata                                                | String                       |           1 |   0.0005365353764600469 |
| industrial                                          | String                       |           1 |   0.0005365353764600469 |
| information                                         | String                       |           1 |   0.0005365353764600469 |
| lanes.bus.conditional                               | String                       |           1 |   0.0005365353764600469 |
| lanes.bus.forward                                   | String                       |           1 |   0.0005365353764600469 |
| lanes.forward.conditional                           | String                       |           1 |   0.0005365353764600469 |
| lanes.forward.forward                               | String                       |           1 |   0.0005365353764600469 |
| lanes.taxi                                          | Object                       |           1 |   0.0005365353764600469 |
| lanes.taxi.forward                                  | String                       |           1 |   0.0005365353764600469 |
| leisure_1                                           | String                       |           1 |   0.0005365353764600469 |
| levels                                              | String                       |           1 |   0.0005365353764600469 |
| male                                                | String                       |           1 |   0.0005365353764600469 |
| max_age                                             | String                       |           1 |   0.0005365353764600469 |
| maxheight.lane.2                                    | String                       |           1 |   0.0005365353764600469 |
| maxheight.lane.3                                    | String                       |           1 |   0.0005365353764600469 |
| maxspeed.forward                                    | String                       |           1 |   0.0005365353764600469 |
| maxspeed.psv                                        | String                       |           1 |   0.0005365353764600469 |
| maxspeed.school_time                                | String                       |           1 |   0.0005365353764600469 |
| maxstay                                             | String                       |           1 |   0.0005365353764600469 |
| memorial                                            | String                       |           1 |   0.0005365353764600469 |
| min_age                                             | String                       |           1 |   0.0005365353764600469 |
| motor_vehicle.conditional                           | String                       |           1 |   0.0005365353764600469 |
| name.it                                             | String                       |           1 |   0.0005365353764600469 |
| narrow                                              | String                       |           1 |   0.0005365353764600469 |
| note.en                                             | String                       |           1 |   0.0005365353764600469 |
| number                                              | String                       |           1 |   0.0005365353764600469 |
| official                                            | String                       |           1 |   0.0005365353764600469 |
| old_gauge                                           | String                       |           1 |   0.0005365353764600469 |
| old_no                                              | String                       |           1 |   0.0005365353764600469 |
| old_ref                                             | String                       |           1 |   0.0005365353764600469 |
| old_start_date                                      | String                       |           1 |   0.0005365353764600469 |
| outdoor_seating                                     | String                       |           1 |   0.0005365353764600469 |
| parking.condition.default                           | String                       |           1 |   0.0005365353764600469 |
| parking.condition.right.time_interval               | String                       |           1 |   0.0005365353764600469 |
| parking.condition.time_interval                     | String                       |           1 |   0.0005365353764600469 |
| parking.lane.left.capacity.disabled                 | String                       |           1 |   0.0005365353764600469 |
| parking.lane.left.vehicles                          | String                       |           1 |   0.0005365353764600469 |
| parking.lane.right.motorcycle                       | String                       |           1 |   0.0005365353764600469 |
| plant.output                                        | Object                       |           1 |   0.0005365353764600469 |
| plant.output.electricity                            | String                       |           1 |   0.0005365353764600469 |
| private                                             | String                       |           1 |   0.0005365353764600469 |
| ramp.wheelchair                                     | String                       |           1 |   0.0005365353764600469 |
| recycling_type                                      | String                       |           1 |   0.0005365353764600469 |
| ref.iphan                                           | String                       |           1 |   0.0005365353764600469 |
| residential                                         | String                       |           1 |   0.0005365353764600469 |
| rooms                                               | String                       |           1 |   0.0005365353764600469 |
| school                                              | String                       |           1 |   0.0005365353764600469 |
| seamark.bridge                                      | Object                       |           1 |   0.0005365353764600469 |
| seamark.bridge.category                             | String                       |           1 |   0.0005365353764600469 |
| seamark.cable_overhead                              | Object                       |           1 |   0.0005365353764600469 |
| seamark.cable_overhead.category                     | String                       |           1 |   0.0005365353764600469 |
| seamark.information                                 | String                       |           1 |   0.0005365353764600469 |
| seamark.pipeline_submarine                          | Object                       |           1 |   0.0005365353764600469 |
| seamark.pipeline_submarine.category                 | String                       |           1 |   0.0005365353764600469 |
| seamark.wall                                        | Object                       |           1 |   0.0005365353764600469 |
| seamark.wall.category                               | String                       |           1 |   0.0005365353764600469 |
| self_service                                        | String                       |           1 |   0.0005365353764600469 |
| so                                                  | String                       |           1 |   0.0005365353764600469 |
| social_facility.social_facility                     | String                       |           1 |   0.0005365353764600469 |
| source.highway_classification                       | String                       |           1 |   0.0005365353764600469 |
| source.lit                                          | String                       |           1 |   0.0005365353764600469 |
| source.rail                                         | String                       |           1 |   0.0005365353764600469 |
| sport.olympic                                       | String                       |           1 |   0.0005365353764600469 |
| sport.paralympic                                    | String                       |           1 |   0.0005365353764600469 |
| toilets.position                                    | String                       |           1 |   0.0005365353764600469 |
| tourist_bus                                         | String                       |           1 |   0.0005365353764600469 |
| traffic_signals                                     | Object                       |           1 |   0.0005365353764600469 |
| traffic_signals.direction                           | String                       |           1 |   0.0005365353764600469 |
| vehicle.conditional                                 | String                       |           1 |   0.0005365353764600469 |
| website.en                                          | String                       |           1 |   0.0005365353764600469 |
| website.website                                     | String                       |           1 |   0.0005365353764600469 |
| wheelchair.description                              | String                       |           1 |   0.0005365353764600469 |
| wheelchair.wheelchair                               | String                       |           1 |   0.0005365353764600469 |
| wikipedia.wikipedia                                 | String                       |           1 |   0.0005365353764600469 |
| wires                                               | String                       |           1 |   0.0005365353764600469 |
| zip_left                                            | String                       |           1 |   0.0005365353764600469 |
| zip_right                                           | String                       |           1 |   0.0005365353764600469 |
+----------------------------------------------------------------------------------------------------------------------------+
